f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,target
-0.40887102130064357,-0.2117495819566138,-1.09046655235001,0.7869105008214857,0.9717393729012166,0.7398974619936077,-0.9279684455257476,0.4838951118793487,-1.2005803485599473,0.3164766718762687,1
-0.519866175867151,-0.0903142707499994,-0.9665297474568241,-0.8810505215057582,0.6696942881894461,0.19739701365357767,-0.13247373204156165,-0.11131989472432616,-0.015463402300941174,0.042875659636451756,1
3.211972224811614,-1.8580454612329078,0.3006401795336835,-1.3526103169404184,3.503224834829998,-0.8218025450632869,-1.1087508797278753,0.5104691320261237,0.72306608682817,0.009723470132694869,1
-0.7939075158236906,0.499244165764252,0.019552758029280914,-0.016477315090250338,-0.9923631224073444,-1.038400971354699,0.2466252731138972,-1.2058770232840137,-1.0206185968532704,0.9127191130964423,0
1.1757051864516552,0.4369292122810481,2.732009400266241,0.7756672661844202,-2.2504102204487024,-1.1686647571655204,0.6673145329041855,1.2725442550607557,0.1604993847786095,0.40278339117235507,0
2.9773702285029815,-1.757722696562933,0.1956162018367653,-0.3317451324801773,3.3592684808628777,-0.6713554032071587,-1.4897161221655748,0.24752729310864285,-0.9025424806222735,0.6067855712817082,1
2.0723280592210305,-1.2047719687272833,0.17992824963766996,0.5731619045179467,2.2791597214425856,1.1593941643233039,-0.7863968681279507,1.0835594586973831,0.7638953747191808,-0.7815316905753373,1
0.7816006935967411,0.41139701022287306,2.100070475253455,1.3587704947395511,-1.8785042132136625,0.21824138004712934,0.42984149036972663,0.5252467173973977,0.180097577664092,-1.3348872975922443,0
-0.2628333772118412,0.2221630995074181,0.13998804498220818,0.16877096767639574,-0.5084270570881482,0.7291615310087911,-0.12303147602646904,0.28014668377464846,-0.26826914764064824,0.07084509031274228,1
-0.6681661346966798,0.5042591820992115,0.21382701401745774,-3.145177012905263,-1.1011193787131652,-0.20166260854731,-0.3475316351991172,0.9085996246392986,-1.2828093216426666,0.07756339744428908,0
-0.08069695968016988,-0.8615445448749982,-2.1393691098465193,0.21566132773267468,2.784306060829038,-0.5898770208226415,-0.3976712448409604,0.47547661493551663,-0.23565350631677373,2.0364992595157996,1
0.08354308835319779,0.5182622695740235,1.3377370976788288,-0.1646204622571854,-1.7007571621407367,-0.5761841128810211,0.33458828442139943,0.6886237047533286,0.34952517735000427,-1.4234361694632327,0
-1.71054972307734,0.6220911778079119,-1.02252458920796,0.4191063996504247,-0.7036721458829082,0.24236377644830873,0.3282490821835808,-0.5311226204004877,1.228642644892639,0.9442436099195992,0
1.7922975125925136,-0.1441454755915509,2.263023652772323,0.00017760445710481737,-0.8682550193130816,-1.2544739650562093,-0.03310188930635425,0.05654597915007144,-0.2408844986778798,0.7364485915070754,0
-1.7259911748243368,0.03298162597986709,-2.4277129534345327,-0.22373553915105793,1.1708314330161453,-0.20143269069451508,-0.22467777074845283,-1.9785976306313793,-0.2563583754597611,0.18089035718517482,1
-0.03530473362865638,-0.5165775731873824,-1.2637688823758473,0.4543006057212748,1.6597913903567914,-1.0507061495989385,-0.2141606105596639,0.7526769272118582,-1.1883091470554719,1.2411235819965702,1
1.1911130169032775,0.5402521206362656,2.9968953188153122,-0.1255358159425757,-2.5885584413094844,2.569950125227873,-0.5103269766216538,0.6090525744337671,-1.989367622679399,0.5732264828482103,0
-0.27464633011234907,-0.8523584037646005,-2.3993080220983862,-0.01978174875001181,2.8985413703794745,-1.2434927070993858,0.6653116627895723,-0.4000341678563517,1.7510699032788704,0.2248304419671207,1
-1.6669698574514684,-0.24999254589947945,-3.0062544152729966,1.3245454172472149,2.022150762846895,0.2963539223456971,0.044657037425480765,-1.0495777082246263,-1.9261804992320866,0.1290210260253032,1
0.9541860903924091,-0.47700266621836496,0.265283819893424,-1.3363286019065312,0.8036114496668951,-0.7576244434475615,0.21829855889273087,-0.5416672517954926,2.176867891034434,1.0705781043307268,1
-1.2050558530506654,-0.18750781220625817,-2.1891596468089327,0.44922754784073105,1.4832833640784837,-2.9286169978327767,0.5982551553906544,-0.5790756655576279,-0.26005529995151544,0.7805094939465212,1
-1.21244330703315,0.4122941358618962,-0.7920079574499994,1.1803734626731381,-0.4081699111276047,-0.09407115301797764,-1.464995237080236,-1.0427545344454054,-0.3536308712656876,-0.4852701787140568,1
0.13754501367717187,-0.025171221740378873,0.1405521334836109,-0.9244649828567878,-0.022010754984590708,-0.23296338323498103,0.6295656375923543,-0.6764651233828692,0.1828726411047909,-0.5676743358850339,1
0.14070160090844253,0.11830660600030762,0.48190930742012583,-1.9910998317065203,-0.47810036431287706,-1.5054115427408414,1.0465543102032555,0.8939292980307655,-0.12668055690139596,1.9245228865918802,0
-0.5747163772008216,0.6371153396581135,0.6613054788643886,2.666140202492473,-1.5903246121933519,-2.1601311905558718,-0.7402274551788243,1.7576169630255605,0.7769937850033417,1.174299038409731,0
1.456159588494818,-0.28162905855347037,1.4524424480381481,-0.7739843428452762,-0.18512067816366462,-0.6015382039271561,-1.1864708920680884,0.39214732827966964,-2.484386610777872,0.463578486194577,0
1.8039856461923498,0.45371767790207357,3.68331112536354,-1.9102257549884305,-2.7676695103454456,0.05894230060685589,-2.8726004866006565,-0.3452720237123798,-0.3468880322892541,-2.5732835212243526,0
1.4222984753069916,-0.7984072819128727,0.19029788479328436,-0.38385793921658345,1.4742387544872428,0.4581823786763032,-1.0688878736446843,0.5763087441006278,-0.36255957153644763,1.5965836360438055,1
1.23666256824629,-1.1576882537649014,-0.9224523122002135,1.3568161529333993,2.747632390982938,0.9978968487773492,-0.8628615233617726,0.8346466264042836,-0.41714015014891015,-1.7254905102328164,1
0.887323218475002,-0.4669909507013801,0.19173789688311826,-1.0382118139897025,0.8213461202556251,-0.9817548222244897,-1.7096854354808104,1.0639231264334839,0.2629691317835979,1.4024299872245323,1
-0.13943971204012895,-0.12301241468532818,-0.4911234054871825,0.6807868143125749,0.49205051174237524,-1.568307531355442,0.7304348630007605,-0.43070323177273184,1.104176449220359,-0.23089960159157333,1
-1.1088729544730975,0.49542311147868356,-0.44656151635071173,-0.016923852315475753,-0.7475867868224224,0.5184240731939171,0.12016079381514927,-0.09822440443608262,-0.5841170928016615,-0.24693008890546003,0
1.8429221126206126,0.6840959059963472,4.280575077026607,1.020213034327229,-3.525020717652092,0.3990614937334424,-1.6286122870517445,-1.4382486904114962,-1.274547219266929,0.00258164147141383,0
-1.4631021456824906,0.5810143710106015,-0.7597923793454593,-2.601754946588258,-0.7565749577619882,-1.313999257282298,-0.22737483912839843,0.9793306790796249,-1.2784051097831473,-0.8501293522686415,0
1.442479483571275,0.0883856198794058,2.3010970061194325,-0.877493092802342,-1.345208478395099,-1.3464709864242657,-1.5516133465192452,0.4868633306264019,-0.7214696375342158,1.3748123205753873,0
-1.4888292947368005,-0.23178986769192633,-2.7049727385179843,-0.2063609459811628,1.8329759298359625,0.006418064842793729,-0.5474777510159381,0.9258490551865717,0.30690505438033305,-1.5156118689494429,1
-1.2150868076485608,0.6156499137941103,-0.31852171170284627,0.8233165217940019,-1.0493422447634075,1.2428923174915123,0.046541118967777635,0.8316037195538019,0.05475818746272776,-0.5152371102053336,0
-0.1376582918514293,-0.29921689024280074,-0.9021304985973602,0.7281013099525048,1.0479920532251785,-1.2978818047437375,0.2097763938257641,0.7210001814927389,-0.02148363476735458,1.1314982915014615,1
-1.9512512427091164,0.46886260887387066,-1.7315451463307578,-0.13927244451218615,-0.04125037229059769,-0.979147180630798,-2.0921081308341556,1.6041389372304105,-0.22226267289729984,1.4772421687622455,1
1.5128138226497498,-0.056356529250299325,2.063437966717028,-1.1213844010399563,-0.9394144313348705,-0.6345558750344461,0.45881321378816914,-0.31353401327341857,1.2408845160638462,-0.7569192819731931,0
1.4007490046849584,-0.763740963268853,0.2403905431328881,1.0838616882387428,1.3805248066985176,0.40393109557735973,-1.0330032330211036,0.5773644299761671,0.5760594057012163,1.8158433444993145,1
2.764830496253964,-1.6046880817252023,0.24634062021312575,-0.34957625068483483,3.0323083285845427,0.25350913167600153,-1.1392629315430605,-0.4595910596842334,-0.9283811110205176,0.04108213848073433,1
-0.7629352310587294,0.6072524865725714,0.3180268969100619,0.2223224531566397,-1.3568280508117667,-2.9577476800937452,-0.3031145889534482,-1.281481762956881,1.3834895338296267,-1.1051243978394802,0
1.4605505792633249,-0.8270175797242523,0.178662551196491,0.9076175466540123,1.536460489788132,-1.52004056452869,-1.1146751199079576,-0.5874748862192175,1.0283080685545747,1.4451246426547752,1
1.4655883343729494,0.549359810462122,3.4166506046702967,1.5350931550460603,-2.8201405619718747,-0.11816905031644896,1.1197126151821344,-0.6719438160808469,1.1384183594549837,-0.6149648366030601,0
1.2439965985315304,-0.6885357422673739,0.18940189593897117,0.6139717640347453,1.2584900724828136,-0.48479618797417245,0.08904008071816459,0.025056536738974424,-1.9375846506467196,-0.3995280774112508,1
1.9798838046233702,0.7566705143636816,4.649712647452528,0.675462306409604,-3.8557277990263623,1.5122625360295199,0.18053215660875024,0.2900481466670121,0.6701436114987442,0.6309178943699867,0
0.5381130893747107,0.40908445984286335,1.7412409673501514,-0.684916966701507,-1.6913054287836,-0.3713220043559127,-0.2189674408094952,-0.5496516730858507,-0.13632383190885475,-1.384305601794266,0
-1.4536538103757644,0.5013941709482784,-0.9329659603785267,1.283351795983126,-0.5117514121630568,0.41147750472031935,-0.428526917260263,0.44931964951315173,-0.4185131572042504,-0.36184027400780083,0
